ID,value
Fund 1-Fund 2,0.735571547504973
Fund 1-Fund 3,0.8308499702147883
Fund 1-Fund 4,0.8576706562767488
Fund 1-Fund 5,0.9054868444253754
Fund 1-Fund 6,0.5692348101234256
Fund 1-Fund 7,0.6366721797021763
Fund 1-Fund 8,0.5494542340681569
Fund 1-Fund 9,0.8457586151076912
Fund 1-Fund 10,0.8229110643133108
Fund 1-Fund 11,0.785147853809197
Fund 1-Fund 12,0.701781974830968
Fund 1-Fund 13,0.8669881891459268
Fund 1-Fund 14,0.9064895177558717
Fund 1-Fund 15,0.616411183523016
Fund 1-Fund 16,0.8918098166163795
Fund 1-Fund 17,0.8878661279615442
Fund 1-Fund 18,0.8679337375841193
Fund 1-Fund 19,0.829743517754043
Fund 1-Fund 20,0.7326990669564689
Fund 1-Fund 21,0.7524747343545863
Fund 1-Fund 22,0.7936500474334781
Fund 1-Fund 23,0.6103874386682729
Fund 1-Fund 24,0.7464886349859343
Fund 1-Fund 25,0.8315098049826198
Fund 1-Fund 26,0.7037743533530296
Fund 1-Fund 27,0.8302780504025689
Fund 1-Fund 28,0.9169850709782701
Fund 1-Fund 29,0.6438623252499057
Fund 1-Fund 30,0.7070418744186806
Fund 1-Fund 31,0.8583655531796647
Fund 1-Fund 32,0.8567167495040127
Fund 1-Fund 33,0.847245081504524
Fund 1-Fund 34,0.8462307600417326
Fund 1-Fund 35,0.8372145816580198
Fund 1-Fund 36,0.5455656938890467
Fund 1-Fund 37,0.7887517095780474
Fund 1-Fund 38,0.8645307065054584
Fund 1-Fund 39,0.7540549132504131
Fund 1-Fund 40,0.8325357494505797
Fund 1-Fund 41,0.8426943837000099
Fund 1-Fund 42,0.8400806404539113
Fund 1-Fund 43,0.7721391053164118
Fund 1-Fund 44,0.7876904149652767
Fund 1-Fund 45,0.9113500757720793
Fund 1-Fund 46,0.7913844300645781
Fund 1-Fund 47,0.8614679293164065
Fund 1-Fund 48,0.8378334376793236
Fund 1-Fund 49,0.8478643372172077
Fund 1-Fund 50,0.8446391083747227
Fund 1-Fund 51,0.8676605328644009
Fund 1-Fund 52,0.834888317103483
Fund 1-Fund 53,0.8714303435102558
Fund 1-Fund 54,0.8997662391384669
Fund 1-Fund 55,0.7847653955393091
Fund 1-Fund 56,0.7910968322841566
Fund 1-Fund 57,0.8622136067437847
Fund 1-Fund 58,0.8942270236279344
Fund 1-Fund 59,0.8578950519540302
Fund 1-Fund 60,0.8820033988024328
Fund 1-Fund 61,0.8443082683791746
Fund 1-Fund 62,0.8523944845494376
Fund 1-Fund 63,0.8645307065054584
Fund 1-Fund 64,0.8651982168387594
Fund 1-Fund 65,0.8194130759476035
Fund 1-Fund 66,0.8724547861475492
Fund 1-Fund 67,0.9001929731825438
Fund 1-Fund 68,0.8452710379445377
Fund 1-Fund 69,0.7670759714496066
Fund 1-Fund 70,0.6392613650736435
Fund 1-Fund 71,0.642053529566372
Fund 1-Fund 72,0.8087909982899752
Fund 1-Fund 73,0.8578950519540302
Fund 1-Fund 74,0.8572761959327263
Fund 1-Fund 75,0.8576706562767488
Fund 1-Fund 76,0.6793276265557506
Fund 1-Fund 77,0.8919825423751705
Fund 1-Fund 78,0.8828529718516284
Fund 1-Fund 79,0.8659474197431367
Fund 1-Fund 80,0.7527831662845892
Fund 1-Fund 81,0.6745704796601273
Fund 1-Fund 82,0.6480705517039661
Fund 1-Fund 83,0.8457331682546921
Fund 1-Fund 84,0.7818746124119644
Fund 1-Fund 85,0.8671609149047176
Fund 1-Fund 86,0.6359445985564222
Fund 1-Fund 87,0.8963782442554353
Fund 1-Fund 88,0.852014228982596
Fund 1-Fund 89,0.7435445144026056
Fund 1-Fund 90,0.786324909162966
Fund 1-Fund 91,0.8856514509578477
Fund 1-Fund 92,0.7527831662845892
Fund 1-Fund 93,0.8995935133796762
Fund 1-Fund 94,0.6674858251815807
Fund 1-Fund 95,0.6946567183861708
Fund 1-Fund 96,0.8247065017513813
Fund 1-Fund 97,0.8334525411284629
Fund 1-Fund 98,0.8632959141115994
Fund 1-Fund 99,0.8360585142582635
Fund 1-Fund 100,0.8526014972889947
Fund 1-Fund 101,0.889116483579279
Fund 1-Fund 102,0.7544191540493123
Fund 1-Fund 103,0.8676605328644009
Fund 1-Fund 104,0.7795292717185506
Fund 1-Fund 105,0.834536646100689
Fund 1-Fund 106,0.7968112100063528
Fund 1-Fund 107,0.79651610622937
Fund 1-Fund 108,0.8696153890199677
Fund 1-Fund 109,0.8681360164674768
Fund 1-Fund 110,0.8315098049826198
Fund 1-Fund 111,0.8918098166163795
Fund 1-Fund 112,0.8515682683110017
Fund 1-Fund 113,0.8622136067437847
Fund 1-Fund 114,0.8574862609082889
Fund 1-Fund 115,0.8725391130540205
Fund 1-Fund 116,0.7026528474138091
Fund 1-Fund 117,0.8102342431833995
Fund 1-Fund 118,0.8616534753771431
Fund 1-Fund 119,0.7409310175957932
Fund 1-Fund 120,0.7486457620821028
Fund 1-Fund 121,0.8296645055243714
Fund 1-Fund 122,0.8747473789025667
Fund 1-Fund 123,0.8661313178343515
Fund 1-Fund 124,0.9287677770371776
Fund 1-Fund 125,0.786324909162966
Fund 1-Fund 126,0.8386336669780847
Fund 1-Fund 127,0.8897228131241651
Fund 1-Fund 128,0.8538697786138467
Fund 1-Fund 129,0.8300628315067917
Fund 1-Fund 130,0.8146358543491076
Fund 1-Fund 131,0.8263174816321903
Fund 1-Fund 132,0.6371355327220144
Fund 1-Fund 133,0.8416390724924125
Fund 1-Fund 134,0.8497292258133022
Fund 1-Fund 135,0.886718085749676
Fund 1-Fund 136,0.9156902090310493
Fund 1-Fund 137,0.8147536478883602
Fund 1-Fund 138,0.6433320528675904
Fund 1-Fund 139,0.7303923126595079
Fund 1-Fund 140,0.7275170079294097
Fund 1-Fund 141,0.7200823973519581
Fund 1-Fund 142,0.8413911350917178
Fund 1-Fund 143,0.6398051397147508
Fund 1-Fund 144,0.8660696782338384
Fund 1-Fund 145,0.6635804075072287
Fund 1-Fund 146,0.8616534753771431
Fund 1-Fund 147,0.8665662757644406
Fund 1-Fund 148,0.8641608790224075
Fund 1-Fund 149,0.8245573179988727
Fund 1-Fund 150,0.771340846841553
Fund 1-Fund 151,0.8202037964340069
Fund 1-Fund 152,0.8918098166163795
Fund 1-Fund 153,0.8792738287739581
Fund 1-Fund 154,0.7723780291390355
Fund 1-Fund 155,0.8541067201480373
Fund 1-Fund 156,0.7742022785117573
Fund 1-Fund 157,0.8601670089803103
Fund 1-Fund 158,0.7822161702964776
Fund 1-Fund 159,0.8870896926165862
Fund 1-Fund 160,0.8958760627103789
Fund 1-Fund 161,0.7026528474138091
Fund 1-Fund 162,0.9341477298120908
Fund 1-Fund 163,0.8194130759476035
Fund 1-Fund 164,0.796676077182146
Fund 1-Fund 165,0.7910418615605709
Fund 1-Fund 166,0.8924092764192469
Fund 1-Fund 167,0.7503367613138813
Fund 1-Fund 168,0.8333768508308321
Fund 1-Fund 169,0.8194130759476035
Fund 1-Fund 170,0.8688246508714519
Fund 1-Fund 171,0.8714191711778322
Fund 1-Fund 172,0.8820800990694437
Fund 1-Fund 173,0.84402660639002
Fund 1-Fund 174,0.8471952119108183
Fund 1-Fund 175,0.6871723324382282
Fund 1-Fund 176,0.7883223445350919
Fund 1-Fund 177,0.7990453392324295
Fund 1-Fund 178,0.8942092285654396
Fund 1-Fund 179,0.8476636112064889
Fund 1-Fund 180,0.8210766646799579
Fund 1-Fund 181,0.7804143152806139
Fund 1-Fund 182,0.8671609149047176
Fund 1-Fund 183,0.8768677421184812
Fund 1-Fund 184,0.7850276032791824
Fund 1-Fund 185,0.8538697786138467
Fund 1-Fund 186,0.8501325212994192
Fund 1-Fund 187,0.8881322326846306
Fund 1-Fund 188,0.8650014226214111
Fund 1-Fund 189,0.690116857370705
Fund 1-Fund 190,0.838924573054155
Fund 1-Fund 191,0.8409018510602951
Fund 1-Fund 192,0.7500673485153008
Fund 1-Fund 193,0.7669261788270947
Fund 1-Fund 194,0.8615553233130214
Fund 1-Fund 195,0.8301591517659542
Fund 1-Fund 196,0.7533894958294753
Fund 1-Fund 197,0.7460410214656931
Fund 1-Fund 198,0.6301815554902812
Fund 1-Fund 199,0.6359445985564222
Fund 1-Fund 200,0.6378415536197939
Fund 2-Fund 3,0.7681604996288498
Fund 2-Fund 4,0.7241763299629856
Fund 2-Fund 5,0.8153411337537068
Fund 2-Fund 6,0.6817490051105034
Fund 2-Fund 7,0.7546580778719358
Fund 2-Fund 8,0.6971500771004909
Fund 2-Fund 9,0.7417360722440832
Fund 2-Fund 10,0.7681604996288498
Fund 2-Fund 11,0.8247500005976437
Fund 2-Fund 12,0.7913844300645781
Fund 2-Fund 13,0.7695343647000019
Fund 2-Fund 14,0.7501714911942869
Fund 2-Fund 15,0.6869162146928014
Fund 2-Fund 16,0.7779888515640914
Fund 2-Fund 17,0.8119163027985009
Fund 2-Fund 18,0.7411924760515338
Fund 2-Fund 19,0.6957604615683093
Fund 2-Fund 20,0.7933166649633706
Fund 2-Fund 21,0.7447692744998693
Fund 2-Fund 22,0.7610989457497989
Fund 2-Fund 23,0.7721391053164118
Fund 2-Fund 24,0.6814300403883924
Fund 2-Fund 25,0.7173872565765245
Fund 2-Fund 26,0.7507781408994837
Fund 2-Fund 27,0.7652906822194632
Fund 2-Fund 28,0.7681604996288498
Fund 2-Fund 29,0.690116857370705
Fund 2-Fund 30,0.7070418744186806
Fund 2-Fund 31,0.8100193477351292
Fund 2-Fund 32,0.8296645055243714
Fund 2-Fund 33,0.7702147137766455
Fund 2-Fund 34,0.7671876372828349
Fund 2-Fund 35,0.7784156249897836
Fund 2-Fund 36,0.7020902976545975
Fund 2-Fund 37,0.657363684468761
Fund 2-Fund 38,0.8064442708728082
Fund 2-Fund 39,0.8194130759476035
Fund 2-Fund 40,0.6895244005657092
Fund 2-Fund 41,0.7675136646924412
Fund 2-Fund 42,0.7160992860912085
Fund 2-Fund 43,0.6964749541297528
Fund 2-Fund 44,0.6908055482782347
Fund 2-Fund 45,0.7492666751322085
Fund 2-Fund 46,0.7948188828731357
Fund 2-Fund 47,0.795744031971256
Fund 2-Fund 48,0.5864262323596731
Fund 2-Fund 49,0.7424225470827022
Fund 2-Fund 50,0.7704261169977498
Fund 2-Fund 51,0.771153880355628
Fund 2-Fund 52,0.725406400994154
Fund 2-Fund 53,0.7241763299629856
Fund 2-Fund 54,0.7807623524069505
Fund 2-Fund 55,0.8222791347434953
Fund 2-Fund 56,0.7899587747723769
Fund 2-Fund 57,0.6811662302681468
Fund 2-Fund 58,0.6968778780983195
Fund 2-Fund 59,0.7832104753617432
Fund 2-Fund 60,0.7577020940824122
Fund 2-Fund 61,0.8070762004426234
Fund 2-Fund 62,0.8113397393770432
Fund 2-Fund 63,0.7292949411732641
Fund 2-Fund 64,0.7136376250267004
Fund 2-Fund 65,0.789462940387583
Fund 2-Fund 66,0.7175261652058105
Fund 2-Fund 67,0.7695343647000019
Fund 2-Fund 68,0.7818746124119644
Fund 2-Fund 69,0.8195370741083267
Fund 2-Fund 70,0.7676065279037381
Fund 2-Fund 71,0.7471332839172438
Fund 2-Fund 72,0.7937066228681218
Fund 2-Fund 73,0.7861891323487253
Fund 2-Fund 74,0.7292949411732641
Fund 2-Fund 75,0.7817366996598362
Fund 2-Fund 76,0.7781541665340432
Fund 2-Fund 77,0.725406400994154
Fund 2-Fund 78,0.7300908810835616
Fund 2-Fund 79,0.7832104753617432
Fund 2-Fund 80,0.8194130759476035
Fund 2-Fund 81,0.7935710945636304
Fund 2-Fund 82,0.7855572027789101
Fund 2-Fund 83,0.6744052095405326
Fund 2-Fund 84,0.6891391971657796
Fund 2-Fund 85,0.7110294391537927
Fund 2-Fund 86,0.7964371533595221
Fund 2-Fund 87,0.7175261652058105
Fund 2-Fund 88,0.8153411337537068
Fund 2-Fund 89,0.6642011523644337
Fund 2-Fund 90,0.7334391686875921
Fund 2-Fund 91,0.6698018374545742
Fund 2-Fund 92,0.7910984369952145
Fund 2-Fund 93,0.7681604996288498
Fund 2-Fund 94,0.6508132846095329
Fund 2-Fund 95,0.745881534504883
Fund 2-Fund 96,0.7136376250267004
Fund 2-Fund 97,0.7758074391168761
Fund 2-Fund 98,0.7993703697309139
Fund 2-Fund 99,0.8140650421826323
Fund 2-Fund 100,0.7175261652058105
Fund 2-Fund 101,0.7460410214656931
Fund 2-Fund 102,0.7111205681943653
Fund 2-Fund 103,0.8045473158094365
Fund 2-Fund 104,0.7686493211379385
Fund 2-Fund 105,0.7700828694523053
Fund 2-Fund 106,0.7481734002830741
Fund 2-Fund 107,0.7753145385167711
Fund 2-Fund 108,0.7029716801817706
Fund 2-Fund 109,0.8071211549051828
Fund 2-Fund 110,0.7321674217217682
Fund 2-Fund 111,0.7695343647000019
Fund 2-Fund 112,0.7939485945331858
Fund 2-Fund 113,0.6612893050360049
Fund 2-Fund 114,0.7910292347046031
Fund 2-Fund 115,0.7943385524379368
Fund 2-Fund 116,0.8140650421826323
Fund 2-Fund 117,0.7332398902914782
Fund 2-Fund 118,0.7784156249897836
Fund 2-Fund 119,0.7534392824869302
Fund 2-Fund 120,0.7471532814707068
Fund 2-Fund 121,0.8071211549051828
Fund 2-Fund 122,0.781874352250532
Fund 2-Fund 123,0.6586811191630975
Fund 2-Fund 124,0.7190508581421551
Fund 2-Fund 125,0.7149179793329031
Fund 2-Fund 126,0.8351365374500643
Fund 2-Fund 127,0.6763975880625942
Fund 2-Fund 128,0.7203986457543146
Fund 2-Fund 129,0.8045473158094365
Fund 2-Fund 130,0.5997830036953068
Fund 2-Fund 131,0.5816247733031048
Fund 2-Fund 132,0.7392309222578874
Fund 2-Fund 133,0.7255716711137487
Fund 2-Fund 134,0.7587279451851525
Fund 2-Fund 135,0.7681604996288498
Fund 2-Fund 136,0.7718555510945903
Fund 2-Fund 137,0.7203986457543146
Fund 2-Fund 138,0.6745704796601273
Fund 2-Fund 139,0.7972798694254475
Fund 2-Fund 140,0.7339298414113108
Fund 2-Fund 141,0.7867209143553506
Fund 2-Fund 142,0.7933166649633706
Fund 2-Fund 143,0.6946567183861708
Fund 2-Fund 144,0.7913598954509549
Fund 2-Fund 145,0.7227982151212463
Fund 2-Fund 146,0.8064442708728082
Fund 2-Fund 147,0.7807623524069505
Fund 2-Fund 148,0.6678094589325129
Fund 2-Fund 149,0.7584870460106989
Fund 2-Fund 150,0.7809283168984421
Fund 2-Fund 151,0.7009635672838517
Fund 2-Fund 152,0.7569325119219011
Fund 2-Fund 153,0.7241763299629856
Fund 2-Fund 154,0.7203986457543146
Fund 2-Fund 155,0.7227982151212463
Fund 2-Fund 156,0.7450086662589319
Fund 2-Fund 157,0.6679569324528571
Fund 2-Fund 158,0.8043287005257491
Fund 2-Fund 159,0.7540600313733972
Fund 2-Fund 160,0.7501714911942869
Fund 2-Fund 161,0.8140650421826323
Fund 2-Fund 162,0.7203986457543146
Fund 2-Fund 163,0.620825407531246
Fund 2-Fund 164,0.7379174061464228
Fund 2-Fund 165,0.6349517610273905
Fund 2-Fund 166,0.7899587747723769
Fund 2-Fund 167,0.7200823973519581
Fund 2-Fund 168,0.786669462783924
Fund 2-Fund 169,0.7197565186268082
Fund 2-Fund 170,0.6711749150274583
Fund 2-Fund 171,0.7616004257336565
Fund 2-Fund 172,0.6683024344789542
Fund 2-Fund 173,0.7341193187811257
Fund 2-Fund 174,0.7616004257336565
Fund 2-Fund 175,0.6278348280731141
Fund 2-Fund 176,0.7136376250267004
Fund 2-Fund 177,0.8087909982899752
Fund 2-Fund 178,0.7695343647000019
Fund 2-Fund 179,0.765919948650161
Fund 2-Fund 180,0.7913598954509549
Fund 2-Fund 181,0.7948188828731357
Fund 2-Fund 182,0.7292949411732641
Fund 2-Fund 183,0.7292949411732641
Fund 2-Fund 184,0.756354667193318
Fund 2-Fund 185,0.755391352157497
Fund 2-Fund 186,0.7330004985324154
Fund 2-Fund 187,0.8064442708728082
Fund 2-Fund 188,0.8150151063441005
Fund 2-Fund 189,0.7188106503861342
Fund 2-Fund 190,0.7691977639779136
Fund 2-Fund 191,0.7938198834615908
Fund 2-Fund 192,0.7315045726645217
Fund 2-Fund 193,0.8199644046749434
Fund 2-Fund 194,0.7330004985324154
Fund 2-Fund 195,0.7411924760515338
Fund 2-Fund 196,0.7455652144101663
Fund 2-Fund 197,0.7937066228681218
Fund 2-Fund 198,0.7240893732691602
Fund 2-Fund 199,0.8222791347434953
Fund 2-Fund 200,0.7801564423576297
Fund 3-Fund 4,0.8222791347434953
Fund 3-Fund 5,0.8380357922644036
Fund 3-Fund 6,0.641476963668538
Fund 3-Fund 7,0.6549661194642398
Fund 3-Fund 8,0.6334991012582394
Fund 3-Fund 9,0.7787416523993899
Fund 3-Fund 10,0.7742022785117573
Fund 3-Fund 11,0.6911598971733404
Fund 3-Fund 12,0.7435392034687007
Fund 3-Fund 13,0.7891755884119983
